movie_title,genre,release_date,year,runtime,rating,number_of_voters,approval_index,budget,domestic_revenue,international_revenue,difference_of_revenue,indicator
Spiral (2021),Horror,5/12/2021,2021,93,5.2,55336,4.046510513,20000000,23216862,39519588,42736450,Profit
Spirit Untamed (2021),Adventure,3/7/2021,2021,88,5.5,3930,3.217322126,30000000,17716215,42235744,29951959,Profit
Spirit Untamed (2021),Animation,3/7/2021,2021,88,5.5,3930,3.217322126,30000000,17716215,42235744,29951959,Profit
Spirit Untamed (2021),Comedy,3/7/2021,2021,88,5.5,3930,3.217322126,30000000,17716215,42235744,29951959,Profit
The Conjuring: The Devil Made Me Do It (2021),Horror,3/7/2021,2021,112,6.3,118990,5.285270603,40000000,65631050,200266441,225897491,Profit
The Conjuring: The Devil Made Me Do It (2021),Mystery,3/7/2021,2021,112,6.3,118990,5.285270603,40000000,65631050,200266441,225897491,Profit
The Conjuring: The Devil Made Me Do It (2021),Thriller,3/7/2021,2021,112,6.3,118990,5.285270603,40000000,65631050,200266441,225897491,Profit
The Forever Purge (2021),Action,7/1/2021,2021,103,5.4,35528,4.031168774,18000000,44539245,76950525,103489770,Profit
The Forever Purge (2021),Crime,7/1/2021,2021,103,5.4,35528,4.031168774,18000000,44539245,76950525,103489770,Profit
The Forever Purge (2021),Horror,7/1/2021,2021,103,5.4,35528,4.031168774,18000000,44539245,76950525,103489770,Profit
The Green Knight (2021),Adventure,7/30/2021,2021,130,6.6,103469,5.475357278,15000000,17173321,20022491,22195812,Profit
The Green Knight (2021),Drama,7/30/2021,2021,130,6.6,103469,5.475357278,15000000,17173321,20022491,22195812,Profit
The Green Knight (2021),Fantasy,7/30/2021,2021,130,6.6,103469,5.475357278,15000000,17173321,20022491,22195812,Profit
The House Next Door: Meet the Blacks 2 (2021),Action,6/11/2021,2021,97,3.9,1847,2.026359763,3500000,2893660,2893660,2287320,Profit
The House Next Door: Meet the Blacks 2 (2021),Comedy,6/11/2021,2021,97,3.9,1847,2.026359763,3500000,2893660,2893660,2287320,Profit
The House Next Door: Meet the Blacks 2 (2021),Horror,6/11/2021,2021,97,3.9,1847,2.026359763,3500000,2893660,2893660,2287320,Profit
The Last Duel (2021),Action,10/13/2021,2021,152,7.4,159816,6.391718931,100000000,10853945,30080003,-59066052,Loss
The Last Duel (2021),Drama,10/13/2021,2021,152,7.4,159816,6.391718931,100000000,10853945,30080003,-59066052,Loss
The Last Duel (2021),History,10/13/2021,2021,152,7.4,159816,6.391718931,100000000,10853945,30080003,-59066052,Loss
The Little Things (2021),Crime,1/28/2021,2021,128,6.3,107297,5.237324344,30000000,15342746,29735222,15077968,Profit
The Little Things (2021),Drama,1/28/2021,2021,128,6.3,107297,5.237324344,30000000,15342746,29735222,15077968,Profit
The Little Things (2021),Mystery,1/28/2021,2021,128,6.3,107297,5.237324344,30000000,15342746,29735222,15077968,Profit
The Many Saints of Newark (2021),Crime,9/24/2021,2021,120,6.3,55908,4.935156775,50000000,8237403,12732039,-29030558,Loss
The Many Saints of Newark (2021),Drama,9/24/2021,2021,120,6.3,55908,4.935156775,50000000,8237403,12732039,-29030558,Loss
The Marksman (2021),Action,1/15/2021,2021,108,5.7,38799,4.299382453,23000000,15566093,23855847,16421940,Profit
The Marksman (2021),Drama,1/15/2021,2021,108,5.7,38799,4.299382453,23000000,15566093,23855847,16421940,Profit
The Matrix Resurrections (2021),Action,12/16/2021,2021,148,5.7,253860,5.087137353,190000000,40463197,159197755,9660952,Profit
The Matrix Resurrections (2021),Sci-Fi,12/16/2021,2021,148,5.7,253860,5.087137353,190000000,40463197,159197755,9660952,Profit
The Suicide Squad (2021),Action,7/28/2021,2021,132,7.2,358252,6.643020671,185000000,55817425,167097737,37915162,Profit
The Suicide Squad (2021),Adventure,7/28/2021,2021,132,7.2,358252,6.643020671,185000000,55817425,167097737,37915162,Profit
The Suicide Squad (2021),Comedy,7/28/2021,2021,132,7.2,358252,6.643020671,185000000,55817425,167097737,37915162,Profit
The Unholy (2021),Drama,4/2/2021,2021,99,5.1,21970,3.619537927,10000000,15532137,30792024,36324161,Profit
The Unholy (2021),Horror,4/2/2021,2021,99,5.1,21970,3.619537927,10000000,15532137,30792024,36324161,Profit
The Unholy (2021),Mystery,4/2/2021,2021,99,5.1,21970,3.619537927,10000000,15532137,30792024,36324161,Profit
Voyagers (2021),Adventure,4/8/2021,2021,108,5.4,22661,3.85251012,29000000,3149935,4131781,-21718284,Loss
Voyagers (2021),Sci-Fi,4/8/2021,2021,108,5.4,22661,3.85251012,29000000,3149935,4131781,-21718284,Loss
Voyagers (2021),Thriller,4/8/2021,2021,108,5.4,22661,3.85251012,29000000,3149935,4131781,-21718284,Loss
West Side Story (2021),Crime,12/8/2021,2021,156,7.2,85354,5.883145069,100000000,38530322,74826329,13356651,Profit
West Side Story (2021),Drama,12/8/2021,2021,156,7.2,85354,5.883145069,100000000,38530322,74826329,13356651,Profit
West Side Story (2021),Musical,12/8/2021,2021,156,7.2,85354,5.883145069,100000000,38530322,74826329,13356651,Profit
Wrath of Man (2021),Action,4/22/2021,2021,119,7.1,182343,6.196135554,40000000,27466489,103913405,91379894,Profit
Wrath of Man (2021),Crime,4/22/2021,2021,119,7.1,182343,6.196135554,40000000,27466489,103913405,91379894,Profit
Wrath of Man (2021),Thriller,4/22/2021,2021,119,7.1,182343,6.196135554,40000000,27466489,103913405,91379894,Profit
All My Life (2020),Drama,10/23/2020,2020,91,6.3,4899,3.806627999,25000000,913935,2024063,-22062002,Loss
All My Life (2020),Romance,10/23/2020,2020,91,6.3,4899,3.806627999,25000000,913935,2024063,-22062002,Loss
Bill & Ted Face the Music (2020),Adventure,8/23/2020,2020,91,5.9,49007,4.556254096,25000000,3439660,6255630,-15304710,Loss
Bill & Ted Face the Music (2020),Comedy,8/23/2020,2020,91,5.9,49007,4.556254096,25000000,3439660,6255630,-15304710,Loss
Bill & Ted Face the Music (2020),Music,8/23/2020,2020,91,5.9,49007,4.556254096,25000000,3439660,6255630,-15304710,Loss
Brahms: The Boy II (2020),Drama,2/20/2020,2020,86,4.7,18412,3.264218252,10000000,12611536,18968326,21579862,Profit
Brahms: The Boy II (2020),Horror,2/20/2020,2020,86,4.7,18412,3.264218252,10000000,12611536,18968326,21579862,Profit
Brahms: The Boy II (2020),Mystery,2/20/2020,2020,86,4.7,18412,3.264218252,10000000,12611536,18968326,21579862,Profit
Come Play (2020),Drama,10/29/2020,2020,96,5.7,14704,3.89247045,9000000,10475990,12624174,14100164,Profit
Come Play (2020),Horror,10/29/2020,2020,96,5.7,14704,3.89247045,9000000,10475990,12624174,14100164,Profit
Come Play (2020),Mystery,10/29/2020,2020,96,5.7,14704,3.89247045,9000000,10475990,12624174,14100164,Profit
Cut Throat City (2020),Action,7/31/2020,2020,123,4.9,2887,2.740768694,8000000,855894,864907,-6279199,Loss
Cut Throat City (2020),Crime,7/31/2020,2020,123,4.9,2887,2.740768694,8000000,855894,864907,-6279199,Loss
Cut Throat City (2020),Drama,7/31/2020,2020,123,4.9,2887,2.740768694,8000000,855894,864907,-6279199,Loss
Dolittle (2020),Adventure,1/8/2020,2020,101,5.6,66038,4.440769205,175000000,77047065,251509052,153556117,Profit
Dolittle (2020),Comedy,1/8/2020,2020,101,5.6,66038,4.440769205,175000000,77047065,251509052,153556117,Profit
Dolittle (2020),Family,1/8/2020,2020,101,5.6,66038,4.440769205,175000000,77047065,251509052,153556117,Profit
Emma. (2020),Comedy,2/13/2020,2020,124,6.7,56214,5.259560862,10000000,10055355,27365788,27421143,Profit
Emma. (2020),Drama,2/13/2020,2020,124,6.7,56214,5.259560862,10000000,10055355,27365788,27421143,Profit
Emma. (2020),Romance,2/13/2020,2020,124,6.7,56214,5.259560862,10000000,10055355,27365788,27421143,Profit
Fantasy Island (2020),Fantasy,2/12/2020,2020,109,4.9,53935,3.796207322,7000000,26441782,48518957,67960739,Profit
Fantasy Island (2020),Horror,2/12/2020,2020,109,4.9,53935,3.796207322,7000000,26441782,48518957,67960739,Profit
Fantasy Island (2020),Mystery,2/12/2020,2020,109,4.9,53935,3.796207322,7000000,26441782,48518957,67960739,Profit
Freaky (2020),Comedy,11/12/2020,2020,102,6.3,61322,4.978000766,6000000,9030855,18073433,21104288,Profit
Freaky (2020),Horror,11/12/2020,2020,102,6.3,61322,4.978000766,6000000,9030855,18073433,21104288,Profit
Freaky (2020),Thriller,11/12/2020,2020,102,6.3,61322,4.978000766,6000000,9030855,18073433,21104288,Profit
Gretel & Hansel (2020),Fantasy,1/30/2020,2020,87,5.5,31688,4.061974728,5000000,15347654,22052456,32400110,Profit
Gretel & Hansel (2020),Horror,1/30/2020,2020,87,5.5,31688,4.061974728,5000000,15347654,22052456,32400110,Profit
Gretel & Hansel (2020),Mystery,1/30/2020,2020,87,5.5,31688,4.061974728,5000000,15347654,22052456,32400110,Profit
Honest Thief (2020),Action,10/8/2020,2020,99,6,52003,4.661908041,30000000,14163574,32609631,16773205,Profit
Honest Thief (2020),Thriller,10/8/2020,2020,99,6,52003,4.661908041,30000000,14163574,32609631,16773205,Profit
I Still Believe (2020),Biography,3/11/2020,2020,116,6.4,12407,4.306699461,12000000,10410004,16703751,15113755,Profit
I Still Believe (2020),Drama,3/11/2020,2020,116,6.4,12407,4.306699461,12000000,10410004,16703751,15113755,Profit
I Still Believe (2020),Music,3/11/2020,2020,116,6.4,12407,4.306699461,12000000,10410004,16703751,15113755,Profit
Impractical Jokers: The Movie (2020),Comedy,2/21/2020,2020,92,5.8,6742,3.63031961,3000000,10466091,10466091,17932182,Profit
Like a Boss (2020),Comedy,1/10/2020,2020,83,4.7,14526,3.182241345,29000000,22169514,26563888,19733402,Profit
Love and Monsters (2020),Action,10/16/2020,2020,109,6.9,130657,5.848670146,30000000,1070714,1131683,-27797603,Loss
Love and Monsters (2020),Adventure,10/16/2020,2020,109,6.9,130657,5.848670146,30000000,1070714,1131683,-27797603,Loss
Love and Monsters (2020),Comedy,10/16/2020,2020,109,6.9,130657,5.848670146,30000000,1070714,1131683,-27797603,Loss
Minari (2020),Drama,12/11/2020,2020,115,7.4,83720,6.039703668,2000000,2964816,15474659,16439475,Profit
Monster Hunter (2020),Action,2/18/2020,2020,103,5.2,61026,4.083957061,60000000,15162470,47853893,3016363,Profit
Monster Hunter (2020),Adventure,2/18/2020,2020,103,5.2,61026,4.083957061,60000000,15162470,47853893,3016363,Profit
Monster Hunter (2020),Fantasy,2/18/2020,2020,103,5.2,61026,4.083957061,60000000,15162470,47853893,3016363,Profit
News of the World (2020),Action,12/25/2020,2020,118,6.8,88613,5.567727121,38000000,12668325,12668325,-12663350,Loss
News of the World (2020),Adventure,12/25/2020,2020,118,6.8,88613,5.567727121,38000000,12668325,12668325,-12663350,Loss
News of the World (2020),Drama,12/25/2020,2020,118,6.8,88613,5.567727121,38000000,12668325,12668325,-12663350,Loss
Onward (2020),Adventure,2/28/2020,2020,102,7.4,152821,6.367351351,200000000,61555145,133357601,-5087254,Loss
Onward (2020),Animation,2/28/2020,2020,102,7.4,152821,6.367351351,200000000,61555145,133357601,-5087254,Loss
Onward (2020),Comedy,2/28/2020,2020,102,7.4,152821,6.367351351,200000000,61555145,133357601,-5087254,Loss
Summerland (2020),Drama,6/24/2020,2020,99,7,7746,4.480191006,1100000,58434,1414596,373030,Profit
Summerland (2020),Romance,6/24/2020,2020,99,7,7746,4.480191006,1100000,58434,1414596,373030,Profit
Summerland (2020),War,6/24/2020,2020,99,7,7746,4.480191006,1100000,58434,1414596,373030,Profit
Tenet (2020),Action,8/26/2020,2020,150,7.3,514633,6.931662108,205000000,58504105,360240189,213744294,Profit
Tenet (2020),Sci-Fi,8/26/2020,2020,150,7.3,514633,6.931662108,205000000,58504105,360240189,213744294,Profit
Tenet (2020),Thriller,8/26/2020,2020,150,7.3,514633,6.931662108,205000000,58504105,360240189,213744294,Profit
The Assistant (2020),Thriller,1/31/2020,2020,84,5.2,19,0.994685522,1780000,1100310,1350609,670919,Profit
The Call of the Wild (2020),Adventure,1/3/2020,2020,100,6.7,51055,5.212108032,125000000,62342368,107351191,44693559,Profit
The Call of the Wild (2020),Drama,1/3/2020,2020,100,6.7,51055,5.212108032,125000000,62342368,107351191,44693559,Profit
The Call of the Wild (2020),Family,1/3/2020,2020,100,6.7,51055,5.212108032,125000000,62342368,107351191,44693559,Profit
The Croods: A New Age (2020),Adventure,11/25/2020,2020,95,6.9,45553,5.313740658,65000000,58568815,214790246,208359061,Profit
The Croods: A New Age (2020),Animation,11/25/2020,2020,95,6.9,45553,5.313740658,65000000,58568815,214790246,208359061,Profit
The Croods: A New Age (2020),Comedy,11/25/2020,2020,95,6.9,45553,5.313740658,65000000,58568815,214790246,208359061,Profit
The Father (2020),Drama,12/25/2020,2020,97,8.2,158809,7.093153825,6000000,2120992,36427155,32548147,Profit
The Father (2020),Mystery,12/25/2020,2020,97,8.2,158809,7.093153825,6000000,2120992,36427155,32548147,Profit
The Hunt (2020),Action,3/12/2020,2020,90,6.5,116968,5.449045462,18200000,5812500,12400979,13479,Profit
The Hunt (2020),Horror,3/12/2020,2020,90,6.5,116968,5.449045462,18200000,5812500,12400979,13479,Profit
The Hunt (2020),Thriller,3/12/2020,2020,90,6.5,116968,5.449045462,18200000,5812500,12400979,13479,Profit
The Invisible Man (2020),Drama,2/26/2020,2020,124,7.1,232053,6.322069743,7000000,64914050,139011965,196926015,Profit
The Invisible Man (2020),Horror,2/26/2020,2020,124,7.1,232053,6.322069743,7000000,64914050,139011965,196926015,Profit
The Invisible Man (2020),Mystery,2/26/2020,2020,124,7.1,232053,6.322069743,7000000,64914050,139011965,196926015,Profit
The New Mutants (2020),Action,8/26/2020,2020,94,5.3,81876,4.279637892,67000000,23855569,44608247,1463816,Profit
The New Mutants (2020),Horror,8/26/2020,2020,94,5.3,81876,4.279637892,67000000,23855569,44608247,1463816,Profit
The New Mutants (2020),Mystery,8/26/2020,2020,94,5.3,81876,4.279637892,67000000,23855569,44608247,1463816,Profit
The Photograph (2020),Drama,2/14/2020,2020,106,6.1,5753,3.753716754,15000000,20578185,20704381,26282566,Profit
The Photograph (2020),Romance,2/14/2020,2020,106,6.1,5753,3.753716754,15000000,20578185,20704381,26282566,Profit
The Rhythm Section (2020),Action,1/31/2020,2020,109,5.4,18904,3.780489815,50000000,5437971,5983043,-38578986,Loss
The Rhythm Section (2020),Drama,1/31/2020,2020,109,5.4,18904,3.780489815,50000000,5437971,5983043,-38578986,Loss
The Rhythm Section (2020),Mystery,1/31/2020,2020,109,5.4,18904,3.780489815,50000000,5437971,5983043,-38578986,Loss
The SpongeBob Movie: Sponge on the Run (2020),Adventure,7/31/2020,2020,91,5.9,19073,4.146605053,60000000,4810790,4810790,-50378420,Loss
The SpongeBob Movie: Sponge on the Run (2020),Animation,7/31/2020,2020,91,5.9,19073,4.146605053,60000000,4810790,4810790,-50378420,Loss
The SpongeBob Movie: Sponge on the Run (2020),Comedy,7/31/2020,2020,91,5.9,19073,4.146605053,60000000,4810790,4810790,-50378420,Loss
The Tax Collector (2020),Action,8/7/2020,2020,95,4.8,14063,3.241313582,30000000,1044212,1309971,-27645817,Loss
The Tax Collector (2020),Crime,8/7/2020,2020,95,4.8,14063,3.241313582,30000000,1044212,1309971,-27645817,Loss
The Tax Collector (2020),Drama,8/7/2020,2020,95,4.8,14063,3.241313582,30000000,1044212,1309971,-27645817,Loss
The Turning (2020),Drama,1/23/2020,2020,94,3.9,14950,2.626399963,12000000,15472775,18460739,21933514,Profit
The Turning (2020),Horror,1/23/2020,2020,94,3.9,14950,2.626399963,12000000,15472775,18460739,21933514,Profit
The Turning (2020),Mystery,1/23/2020,2020,94,3.9,14950,2.626399963,12000000,15472775,18460739,21933514,Profit
The War with Grandpa (2020),Comedy,8/28/2020,2020,94,5.6,21845,3.984968069,38000000,21277892,46819069,30096961,Profit
The War with Grandpa (2020),Drama,8/28/2020,2020,94,5.6,21845,3.984968069,38000000,21277892,46819069,30096961,Profit
The War with Grandpa (2020),Family,8/28/2020,2020,94,5.6,21845,3.984968069,38000000,21277892,46819069,30096961,Profit
The Way Back (2020),Drama,3/5/2020,2020,108,6.7,47905,5.180715001,23000000,13590514,14563409,5153923,Profit
The Way Back (2020),Sport,3/5/2020,2020,108,6.7,47905,5.180715001,23000000,13590514,14563409,5153923,Profit
The Wretched (2020),Horror,5/1/2020,2020,95,6,18,1.144127423,66000,1815440,4594221,6343661,Profit
Unhinged (2020),Action,7/16/2020,2020,90,6,70325,4.79514928,33000000,20831465,37339104,25170569,Profit
Unhinged (2020),Thriller,7/16/2020,2020,90,6,70325,4.79514928,33000000,20831465,37339104,25170569,Profit
Wonder Woman 1984 (2020),Action,12/16/2020,2020,151,5.4,271841,4.839644286,200000000,46801036,166360232,13161268,Profit
Wonder Woman 1984 (2020),Adventure,12/16/2020,2020,151,5.4,271841,4.839644286,200000000,46801036,166360232,13161268,Profit
Wonder Woman 1984 (2020),Fantasy,12/16/2020,2020,151,5.4,271841,4.839644286,200000000,46801036,166360232,13161268,Profit
Words on Bathroom Walls (2020),Drama,8/21/2020,2020,110,7.1,11179,4.737718731,9300000,2542518,3117681,-3639801,Loss
Words on Bathroom Walls (2020),Romance,8/21/2020,2020,110,7.1,11179,4.737718731,9300000,2542518,3117681,-3639801,Loss
1917 (2019),Action,12/25/2019,2019,119,8.2,600353,7.895452581,100000000,159227644,389140440,448368084,Profit
1917 (2019),Drama,12/25/2019,2019,119,8.2,600353,7.895452581,100000000,159227644,389140440,448368084,Profit
1917 (2019),War,12/25/2019,2019,119,8.2,600353,7.895452581,100000000,159227644,389140440,448368084,Profit
21 Bridges (2019),Action,11/22/2019,2019,99,6.6,69070,5.279103038,33000000,28539757,42657631,38197388,Profit
21 Bridges (2019),Crime,11/22/2019,2019,99,6.6,69070,5.279103038,33000000,28539757,42657631,38197388,Profit
21 Bridges (2019),Drama,11/22/2019,2019,99,6.6,69070,5.279103038,33000000,28539757,42657631,38197388,Profit
47 Meters Down: Uncaged (2019),Adventure,8/15/2019,2019,90,5,27285,3.625685329,12000000,22260900,47582563,57843463,Profit
47 Meters Down: Uncaged (2019),Drama,8/15/2019,2019,90,5,27285,3.625685329,12000000,22260900,47582563,57843463,Profit
47 Meters Down: Uncaged (2019),Horror,8/15/2019,2019,90,5,27285,3.625685329,12000000,22260900,47582563,57843463,Profit
A Beautiful Day in the Neighborhood (2019),Biography,11/22/2019,2019,109,7.2,82211,5.863270151,45000000,61696436,68590003,85286439,Profit
A Beautiful Day in the Neighborhood (2019),Drama,11/22/2019,2019,109,7.2,82211,5.863270151,45000000,61696436,68590003,85286439,Profit
Abominable (2019),Adventure,9/19/2019,2019,97,7,39743,5.322390431,75000000,60761390,188668688,174430078,Profit
Abominable (2019),Animation,9/19/2019,2019,97,7,39743,5.322390431,75000000,60761390,188668688,174430078,Profit
Abominable (2019),Comedy,9/19/2019,2019,97,7,39743,5.322390431,75000000,60761390,188668688,174430078,Profit
Ad Astra (2019),Adventure,9/19/2019,2019,123,6.5,239963,5.7926999,80000000,50188370,135406280,105594650,Profit
Ad Astra (2019),Drama,9/19/2019,2019,123,6.5,239963,5.7926999,80000000,50188370,135406280,105594650,Profit
Ad Astra (2019),Mystery,9/19/2019,2019,123,6.5,239963,5.7926999,80000000,50188370,135406280,105594650,Profit
After (2019),Drama,4/12/2019,2019,105,5.3,57524,4.141984817,14000000,12138565,57926850,56065415,Profit
After (2019),Romance,4/12/2019,2019,105,5.3,57524,4.141984817,14000000,12138565,57926850,56065415,Profit
Aladdin (2019),Adventure,5/22/2019,2019,128,6.9,270240,6.217610316,182000000,355559216,1046587513,1220146729,Profit
